From Type,From Name,From Place,Edge Type,To Type,To Name,To Place,Date,Weight,Identifier,Reference
Person,Dunfermline,,Letter,Person,Melfort,,"1689, Aug 29",1,"Papers of the Montgomerie Family, Earls of Eglinton",
Person,"Katherine, Lady Ranelagh",,Letter,Person,Earl of Panmure,,1690-1691,5,"Papers of the Ramsay Family, Earls of Dalhousie",
Person,John Dalrymple,,Letter,Person,Lady Panmure,,"1691, Nov 14",1,"Papers of the Ramsay Family, Earls of Dalhousie",
Person,Lieu. Col. Buchan,,Letter,Person,Hamilton,,1690,,Papers of Society of Antiquaries of Scotland,GD103
Person,Perth,Edinburgh Castle,Letter,Person,Blair Drummond,,"1691, July 26-27",2,"Papers of the family of Stirling Home Drummond Moray of Abercairny, Perthshire",
Person,Jean Kerr,,Letter,Person,Lady Lothian,,"1690, July 18",1,"Papers of the Kerr Family, Marquises of Lothian (Lothian Muniments)",
Person,Master of Stair,,Letter,Person,Lothian,,"1692, Dec 27",1,"Papers of the Kerr Family, Marquises of Lothian (Lothian Muniments)",
Person,James VII,Dublin Castle,Warrant,Person,Perth,,"1689, Mar 10",1,"Papers of the Drummond Family, Earls of Perth (Drummond Castle Papers)",
Person,"Anna, Countess Erroll",,Petition,Person,King William,,undated,1,"Papers of the Drummond Family, Earls of Perth (Drummond Castle Papers)",
Person,James VII,Dublin,Letter,Person,Perth,,"1689, Mar 10",2,"Papers of the Drummond Family, Earls of Perth (Drummond Castle Papers)",
Person,James VII,,Letter,Person,Cameron of Lochiel,,"1689, Mar 29",1,Memoirs of Lochiel,
Person,Mackay,,Letter,Person,Cameron of Lochiel,,1689,4,Memoirs of Lochiel,
Person,Mackay,,Letter,Person,Colonel Ramsay,,1689,2,Memoirs of Lochiel,
Person,Queen Mary,,Letter,Person,Dunmore,,"1688, Dec 10",,Dunmore Papers,RH4/195
Person,Queen Mary,,Letter,Person,Dunmore,,"1688, Dec 10",1,Dunmore Papers,RH4/195
Person,King William,St James,Letter,Person,Dunmore,,"1688, Dec 21",1,Dunmore Papers,RH4/195
Person,Andrew Ross,London,Letter,Person,Dunmore,,"1689, Jan 8",1,Dunmore Papers,RH4/195
Person,Queen Mary,St. Germaine,Letter,Person,Dunmore,,"1689, Jan 20",1,Dunmore Papers,RH4/195
Person,King William,,Letter,Person,Dunmore,,"1689, Feb 5",1,Dunmore Papers,RH4/195
Person,Shrewsbury,,Letter,Person,Dunmore,,1690,1,Dunmore Papers,RH4/195
Person,King William,Hampton Court,Instructions,Person,Melville ,London,3/7/1689,1,Leven & Melville Papers,
Person,King William,Hampton Court,Instructions,Organization,Convention of Estates,London,3/7/1689,1,Leven & Melville Papers,
Person,James Dalrymple,London,Wrote Letter to,Person,Melville ,London,3/23/1689,1,Leven & Melville Papers,
Person,James Dalrymple,London,Wrote Letter to,Person,Melville ,London,3/27/1689,1,Leven & Melville Papers,
Person,James Dalrymple,London,Wrote Letter to,Person,Melville ,London,3/30/1689,1,Leven & Melville Papers,
Person,Portland,Hampton Court,Wrote Letter to,Person,Melville ,London,4/1/1689,1,Leven & Melville Papers,
Person,James Dalrymple,Ham,Wrote Letter to,Person,Melville ,London,4/5/1689,1,Leven & Melville Papers,
Person,James Dalrymple,Ham,Wrote Letter to,Person,Melville ,London,4/9/1689,1,Leven & Melville Papers,
Person,James Dalrymple,London,Wrote Letter to,Person,Melville ,London,4/11/1689,1,Leven & Melville Papers,
Person,Queensberry,Edinburgh,Wrote Letter to,Person,King William ,Hampton Court,4/13/1689,1,Leven & Melville Papers,
Person,Atholl,Edinburgh,Wrote Letter to,Person,King William,Hampton Court,4/13/1689,1,Leven & Melville Papers,
Person,Dundee,Keeth,Wrote Letter to,Person,James Murray,Unknown,4/21/1689,1,Leven & Melville Papers,
Person,James Dalrymple,Hampton Court,Wrote Letter to,Person,Melville ,London,4/21/1689,1,Leven & Melville Papers,
Person,King William,Hampton Court,Exoneration,Person,Melville ,London,4/25/1689,1,Leven & Melville Papers,
Person,Portland,Whitehall,Wrote Letter to,Person,Mackay,Unknown,Unknown (between April 25-30),1,Leven & Melville Papers,
Person,Hamilton,Edinburgh,Wrote Letter to,Person,King William ,Hampton Court,4/30/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,5/15/1689,1,Leven & Melville Papers,
Person,Mar,Alloa,Wrote Letter to,Person,Melville ,London,5/18/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,5/20/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,5/21/1689,1,Leven & Melville Papers,
Person,Atholl,Edinburgh,Opinion,Person,Melville ,London,5/21/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,5/23/1689,1,Leven & Melville Papers,
Person,James Stewart,Edinburgh,Wrote Letter to,Person,Melville ,London,5/24/1689,1,Leven & Melville Papers,
Person,James Stewart,Edinburgh,Wrote Letter to,Person,Melville ,London,5/24/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,King William ,Hampton Court,5/25/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,5/25/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,5/27/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,5/27/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,5/28/1689,1,Leven & Melville Papers,
Person,Hamilton,Edinburgh,Wrote Letter to,Person,Melville ,London,5/30/1689,1,Leven & Melville Papers,
Person,Mackenzie,Knaresborough,Wrote Letter to,Person,Melville ,London,5/31/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Crawford,Edinburgh,5/31/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/1/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,6/1/1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,6/1/1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,6/1/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/4/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,6/4/1689,1,Leven & Melville Papers,
Person,Hay of Park,Unknown,Wrote Letter to,Person,Melville ,London,6/4/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,6/6/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/6/1689,1,Leven & Melville Papers,
Person,Lady Auchinbreck,Edinburgh,Wrote Letter to,Person,Melville ,London,6/6/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,6/7/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,6/8/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/8/1689,1,Leven & Melville Papers,
Person,Atholl,Edinburgh,Wrote Letter to,Person,Melville ,London,6/8/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,6/11/1689,1,Leven & Melville Papers,
Person,James Murray,Edinburgh,Wrote Letter to,Person,Dundee,London,6/11/1689,1,Leven & Melville Papers,
Person,David Nairne,Edinburgh,Wrote Letter to,Person,Leven ,Edinburgh,6/11/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Polwarth ,Edinburgh,6/13/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Colonel Balfour ,Edinburgh,6/13/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/14/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Marquis of Atholl ,Edinburgh,6/14/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/18/1689,1,Leven & Melville Papers,
Person,Eglinton,Edinburgh,Wrote Letter to,Person,Melville ,London,6/18/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,6/18/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,6/18/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,6/18/1689,1,Leven & Melville Papers,
Person,David Nairne,Edinburgh,Wrote Letter to,Person,Leven ,Edinburgh Castle,6/18/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,6/20/1689,1,Leven & Melville Papers,
Person,Belhaven,Edinburgh,Wrote Letter to,Person,Melville ,London,6/20/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,6/20/1689,1,Leven & Melville Papers,
Person,Kennedy of Cloburne,Edinburgh,Wrote Letter to,Person,William Denham of Westshield ,London,6/22/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/23/1689,1,Leven & Melville Papers,
Person,Lady Polwarth,London,Wrote Letter to,Person,Melville ,London,6/24/1689,1,Leven & Melville Papers,
Person,Lady Polwarth,London,Wrote Letter to,Person,Melville ,London,6/24/1689,1,Leven & Melville Papers,
Person,Hay of Park,Dundee,Wrote Letter to,Person,Melville ,London,6/24/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/25/1689,1,Leven & Melville Papers,
Person,Lothian,Edinburgh,Wrote Letter to,Person,Melville ,London,6/25/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,6/25/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,6/25/1689,1,Leven & Melville Papers,
Group,"Anderson of Dowhill, Spruell",Edinburgh,Wrote Letter to,Person,Melville ,London,6/25/1689,1,Leven & Melville Papers,
Person,Argyll,Edinburgh,Wrote Letter to,Person,Melville ,London,6/26/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,6/26/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,6/27/1689,1,Leven & Melville Papers,
Person,Atholl,Bath,Wrote Letter to,Person,Melville ,London,6/27/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,6/27/1689,1,Leven & Melville Papers,
Person,Balcarres,Fife,Wrote Letter to,Person,Melville ,London,6/27/1689,1,Leven & Melville Papers,
Person,Ross,Edinburgh,Wrote Letter to,Person,Melville ,London,6/27/1689,1,Leven & Melville Papers,
Person,Ross,Edinburgh,Wrote Letter to,Person,Melville ,London,6/27/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,6/27/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,6/28/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,6/29/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,6/29/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,6/29/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,6/29/1689,1,Leven & Melville Papers,
Person,Mackenzie,Knaresborough Wells,Wrote Letter to,Person,Melville ,London,6/29/1689,1,Leven & Melville Papers,
Person,Baird of Newbyth,Edinburgh,Wrote Letter to,Person,Melville ,London,6/29/1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,"June-July, 1689",1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,June-July 1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,June-July 1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,June-July 1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,June- July 1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,"June-July, 1689",1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,June-July 1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Wrote Letter to,Person,Melville ,London,June-July 1689,1,Leven & Melville Papers,
Person,Viscount Tarbat,Tarbat House,Memorial,Organization,Church of Scotland ,Unknown,6/1/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Crawford ,Edinburgh,6/1/1689,1,Leven & Melville Papers,
Person,Mackenzie,Knaresborough Wells,Wrote Letter to,Person,Melville,London,6/1/1689,1,Leven & Melville Papers,
Person,Mackenzie,Knaresborough Wells,Wrote Letter to,Person,James Melville ,"Suffolks Street, London",6/1/1689,1,Leven & Melville Papers,
Person,Elliot,Edinburgh,Wrote Letter to,Person,Melville,London,6/1/1689,1,Leven & Melville Papers,
Person,Unknown,Edinburgh,Memorial,Person,Melville,London,6/1/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/2/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,7/2/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/2/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,7/2/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/2/1689,1,Leven & Melville Papers,
Person,Eglinton,Edinburgh,Wrote Letter to,Person,Melville ,London,7/4/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/4/1689,1,Leven & Melville Papers,
Person,Countess Balcarres,Edinburgh,Wrote Letter to,Person,Melville ,London,7/4/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/4/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/6/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/6/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,7/6/1689,1,Leven & Melville Papers,
Person,Blantyre,Edinburgh,Wrote Letter to,Person,Melville ,London,7/6/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/7/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/9/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/9/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/9/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/10/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/11/1689,1,Leven & Melville Papers,
Person,Argyll,Edinburgh,Wrote Letter to,Person,Melville ,London,7/11/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/11/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/11/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/11/1689,1,Leven & Melville Papers,
Person,Elliot,Edinburgh,Wrote Letter to,Person,Melville ,London,7/11/1689,1,Leven & Melville Papers,
Person,James Stewart,Edinburgh,Wrote Letter to,Person,William Denham of Westshield ,London,7/11/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/12/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/12/1689,1,Leven & Melville Papers,
Person,James Stewart,Edinburgh,Wrote Letter to,Person,William Denham of Westshield ,London,7/13/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/13/1689,1,Leven & Melville Papers,
Person,Stewart of Coltness,Edinburgh,Wrote Letter to,Person,Melville ,London,7/14/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/16/1689,1,Leven & Melville Papers,
Person,Philliphaugh,Falkland,Wrote Letter to,Person,Anstruther ,Anstruther,7/17/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/18/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/18/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,7/19/1689,1,Leven & Melville Papers,
Group,Captain Johnston and Officers,Newgate Prison,Wrote Letter to,Person,Melville ,London,7/19/1689,1,Leven & Melville Papers,
Person,Cardross,Edinburgh,Wrote Letter to,Person,Melville ,London,7/20/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/20/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/22/1689,1,Leven & Melville Papers,
Person,Countess Mar,Stirling,Wrote Letter to,Person,Queen Mary,Hampton Court,7/22/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/23/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/23/1689,1,Leven & Melville Papers,
Person,Skelmorlie,Edinburgh,Wrote Letter to,Person,Melville ,London,7/23/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/24/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/25/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/25/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/25/1689,1,Leven & Melville Papers,
Person,Hay of Park,Edinburgh,Wrote Letter to,Person,Melville ,London,7/26/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,7/27/1689,1,Leven & Melville Papers,
Person,Lockhart,Dundas,Wrote Letter to,Person,Melville ,London,7/27/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/28/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/28/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/28/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/29/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/29/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,7/29/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,7/30/1689,1,Leven & Melville Papers,
Person,Cardross,Edinburgh,Wrote Letter to,Person,Melville ,London,7/30/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Crawford ,Edinburgh,7/30/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Skelmorlie,Edinburgh,7/30/1689,1,Leven & Melville Papers,
Person,Hay of Park,Edinburgh,Wrote Letter to,Person,Melville ,London,7/30/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,7/30/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,7/30/1689,1,Leven & Melville Papers,
Person,Elliot,Edinburgh,Wrote Letter to,Person,Melville ,London,July ,1,Leven & Melville Papers,
Person,King William,Hampton Court,Draft Letter,Organization,Council in relation to Ministers ,Edinburgh,July ,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/1/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,8/1/1689,1,Leven & Melville Papers,
Person,James Murray,Edinburgh,Letter Packet,Person,Melville ,London,8/1/1689,1,Leven & Melville Papers,
Person,Dundee,Stroan,Wrote Letter to,Person,James Murray,Atholl,7/19/1689,1,Leven & Melville Papers,
Person,Dundee,Stroan,Wrote Letter to,Person,James Murray,Atholl,7/23/1689,1,Leven & Melville Papers,
Person,Dundee,Stroan,Wrote Letter to,Person,James Murray,Atholl,7/25/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,King William ,Hampton Court,8/2/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,8/2/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/2/1689,1,Leven & Melville Papers,
Group,Officers of Dumbarton's Regiment,Bury,Wrote Letter to,Person,Melville ,London,8/2/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/3/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,8/3/1689,1,Leven & Melville Papers,
Person,Adam Blair,Gatehouse,Intercepted Letter,Person,Mr. Graham,"Bothwick's Close, Edinburgh",8/3/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,8/4/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/6/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,8/6/1689,1,Leven & Melville Papers,
Person,Anderson of Dowhill,Glasgow,Wrote Letter to,Person,Melville ,London,8/6/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,8/7/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/8/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,8/8/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Mackay ,Unknown,8/8/1689,1,Leven & Melville Papers,
Person,Melville,Westminster,Wrote Letter to,Person,Cassillis ,Carrick,8/8/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,8/8/1689,1,Leven & Melville Papers,
Person,Cunningham,Boquhane,Wrote Letter to,Person,Cardross ,Edinburgh,8/9/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,8/10/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/13/1689,1,Leven & Melville Papers,
Person,Melville,London,Wrote Letter to,Person,Hamilton ,Holyrood House,8/13/1689,1,Leven & Melville Papers,
Person,Lockhart,Edinburgh,Wrote Letter to,Person,Melville ,London,8/13/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,8/13/1689,1,Leven & Melville Papers,
Person,John Law,Edinburgh,Wrote Letter to,Person,Kennedy of Cloburne ,Lanark,8/13/1689,1,Leven & Melville Papers,
Group,"Hall, Convention of Royal Burghs",Edinburgh,Wrote Letter to,Person,Melville ,London,8/14/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/15/1689,1,Leven & Melville Papers,
Person,Hamilton,Holyrood House,Wrote Letter to,Person,Melville ,London,8/16/1689,1,Leven & Melville Papers,
Person,Lothian,Edinburgh,Wrote Letter to,Person,Melville ,London,8/16/1689,1,Leven & Melville Papers,
Person,John Dalrymple,Edinburgh,Wrote Letter to,Person,Melville ,London,8/16/1689,1,Leven & Melville Papers,
Person,Alexander Pitcairn,Edinburgh,Wrote Letter to,Person,Melville ,London,8/19/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,8/20/1689,1,Leven & Melville Papers,
Person,Lothian,Edinburgh,Wrote Letter to,Person,Melville ,London,8/20/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,King William ,London,8/20/1689,1,Leven & Melville Papers,
Person,Polwarth,Edinburgh,Wrote Letter to,Person,Melville ,London,8/20/1689,1,Leven & Melville Papers,
Organization,Privy Council,Edinburgh,Wrote Letter to,Person,Melville ,London,8/22/1689,1,Leven & Melville Papers,
Person,David Nairne,Edinburgh,Wrote Letter to,Person,Leven ,Hampton Court,8/22/1689,1,Leven & Melville Papers,
Person,Mackay,Blair Castle,Order,Group,Heritors in Atholl ,Atholl,8/28/1689,1,Leven & Melville Papers,
Person,Blackbarrony,Edinburgh,Wrote Letter to,Person,Melville ,London,8/29/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,8/29/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,8/31/1689,1,Leven & Melville Papers,
Person,Elliot,Edinburgh,Wrote Letter to,Person,Melville ,London,8/1/1689,1,Leven & Melville Papers,
Person,Douglas,Edinburgh,Wrote Letter to,Person,Melville ,London,9/3/1689,1,Leven & Melville Papers,
Person,Eglinton,Edinburgh,Wrote Letter to,Person,Melville ,London,9/3/1689,1,Leven & Melville Papers,
Person,Cardross,Perth,Wrote Letter to,Person,Melville ,London,9/3/1689,1,Leven & Melville Papers,
Person,Dunbar of Grange,Edinburgh,Wrote Letter to,Person,Melville ,London,9/4/1689,1,Leven & Melville Papers,
Person,Buchan,Edinburgh Castle,Wrote Letter to,Person,David Nairne,Edinburgh,9/5/1689,1,Leven & Melville Papers,
Person,Swinton,Edinburgh,Wrote Letter to,Person,Melville ,London,9/5/1689,1,Leven & Melville Papers,
Person,Crawford,Edinburgh,Wrote Letter to,Person,Melville ,London,9/5/1689,1,Leven & Melville Papers,
Person,Livingston of Kilsyth,Edinburgh,Wrote Letter to,Person,Melville ,London,9/5/1689,1,Leven & Melville Papers,
Person,Patrick Murray,Edinburgh,Wrote Letter to,Person,Melville ,London,9/8/1689,1,Leven & Melville Papers,
Person,Cardross,Edinburgh,Wrote Letter to,Person,Melville ,London,9/9/1689,1,Leven & Melville Papers,
